line	text
6346	- لا عايزاك انت تشوفها ولا عايزاها هي تشوفك يا عاصم. دا انا مصدجت انها بعدت وسابت البلد. تجوم ترجع من تانى لا وكمان بجوازة. عشان تلبد قصادنا العمر كله
6900	معلش يا حج كنت بلبس عايز حاجه
5460	أنا مش رايحة
4010	لا وايه. الجريمه ثابته ثابته على معتصم بشهادة عاصم والساعه دليل عليه. واعتراف البلطجيه. لابساه لابساه يعنى.
2601	زي ماسمعتي
19048	عايزين نبقى نعزمهم على الغداء
13441	أنا آسف
8558	اي يامفجوعة بدأتى فى الأكل ومش أستنتينى
16819	هسيبك بس متطوليش هااا.
14701	زعلان عشان اتحديتوا جدامهم كلهم. وجولت خطوبه بس.
19061	نوران انتى ولارا مفيش داعى لكسوف
20005	بس انا تعبانه وعايزه انام
17203	شغف دى مسكينة أوى متأكدة سليم هيرفضها دلوقتى ده حتى عرفت انها هربانة من أهلها فى الصعيد قصدى الكانت تعتقد انهم أهلها وأنها قعدة فى شقة مع واحدة صاحبتها بنت رجل أعمال كبير
6050	- مالك بتبصلى كده وساكت؟
11643	مال صوتك ياوعد
7346	متقليش كدا انتي مراتي الاولي وهتفضلي و معزتك غاليه عندي مهم جه او راح عليكي
14995	وانتى ياشغف ايه رأيك
6045	- يابنتى والله ماعرف انا كنت شاكة بس. دا حتى امى ماجولتلهاش ولا عاصم ولا اى مخلوق لانى ماكنت مصدقة، لكن الدكتورة اكدتلى دلوك.
9502	انت اللي جبتهم هنا
18710	اللعب هيكون ع المكشوووف
4932	- معلش يامرة عمى. خلينا على راحتنا واحنا هانعرف ان شاء الله نحل مشاكلنا ونعديها.
19800	لا، تعالي
13074	طب انا هطلع اشوفها واحكي معاها شويه .
10263	مين
16059	- هو في ايه؟ هي دى شقة مين بالظبط؟
18884	اى ده دى نفس الأصوات المخيفة السمعتها امبارح
7734	مستر حمزه الجو مايسمحش بحاجه زي دي .. ودي مقبره فيها اكتر من ٣٣ قطعه والمقبره دي من اخطر المقابر لازم نرتبلها كويس
1343	الحمدلله
8621	ودى برضوا هاتفوتنى. بخرته وبخرت اخواته كمان
536	وايه قالوا.
18486	الجنس ال اي!
12695	مفيش حاجه سرحت شويه
15509	يكون! دا اكيد ياعين امك.
21778	اششش اشششش اهدي يااحبيبي متعيطش
12414	بجد .. يعني عرفتي اني كنت هموت ع مرته
16559	صباح النور عليك يا حبيبي
6705	- احنا بنشتريها من الناس بفلوس. ولا انت نسيت انك واخد تمن البيت مضاعف.
5527	خبر ايه يا راجح العروسه مش عايزنا نصالحها ولا ايه؟
551	حبيبى عامل ايه
3467	خضتيني حصل ايه
18747	ياريت هما وحشونى جدا
12273	انا برضوا زعلى عفش. ولا بنتتك اللى ماشين على كيفهم
7543	خلاااص يااحمزه والله اخر مره اخر مرره بقي احنا ف الجنينه وبابا ممكن يشوفنا من فووق
7372	أهدى ياحبيبتى وانا هقولك كل حاجة
14229	واى هيفرق ياسين مفكرش فيه وانا مش هفكر فيه تانى.
10970	فطرت
20609	انت مالك فرحان كده ليه ؟!
8415	فين اللي أكلتيه طبقك كله مليان
21617	حاضر يا ابني. فين وكيل العروسه.
20844	لا بس تعبانة شوية وعايزة انام
3643	انتي إلى بتقولي كدا مش خايفه تاخدني منك
9505	بطلي لماضه وخليكي فاعل خير ماتعرفش تتم جميل لاخره ابدا
19024	لسه زعلانه منى !
17106	لينا مش ناوية تسمعينى
226	معلش يا يونس بلغهم سلامى انا عندى امر ضرورى عايز احله
11494	قوليلي بس يا ست الكل هو انتي كنتي بتحيبي بابا قبل ما تتجوزي
2148	اكتمي طااب وبكره هو قال جاااي
6724	اتزفتي على جوه و مشفكيش طالعه برا كدا تاني، مفهوم
16443	- مااحنا بنقولك من الصبح اجعدي معانا ليه؟ مش عشان نفهمك. اجعدي يابتى ربنا يهديكي.
16840	خد من مراتك يا حازم
9141	ما تيجي تلعب يا حازم.
3568	اه بجد
14468	اطلاقآ وسليم باشا على مشارف أن يوقع فى غرامك اختى العزيزة وبضحك ده لو مكنش وقع أساسا
8023	بما انى شايفك دلوقتى يا حمزة أظن انك وافقت
16257	12الضهر
10244	خد راحتك يا باشا
3698	سباعي خدو
18897	جاسم انت ليه بتعمل معايه كده ليه معاملتك اتغيرت معايا انتى مكنتش كده
21189	اى هو البخصوص اى انتى عارفة ان انا بحبك وعايز اتقدملك وعايز ردك.
1367	متزعليش مني بس انا لما ببقا مضايق مبشفش قدامي ف حاولي ابعدي عني
6393	اعملك اكل معاي
18718	وانتي عرفتي منين يااوعد
10855	موجوع قووي ياوعد
15596	لا مش شاكك ف حد .. كملو اجراءاتكم
18474	انزلي حاضري العشاء. وانا هقعد معاها شويه ونيجي نتعشاء.
7325	احم، فاضيه يا ماما
15651	خالتي انا نازله
6974	دي دموع الفرحه بولادي الرجاله.
9070	ودي يا روح امك علشان قربتلها
12656	- فات النهاردة اربع تيام على ضربة رائف وياسين ولا اي فرد من عياله. حد سمعلهم حس. ياترى بتدبر لأيه يا ياسين؟!
12964	سباعي يا سباعي ادبح ووزع على اهل البلد وزع بطاطين كمان. ما انا حفيدي جاي
12627	- الدكتور جوز اختك يااختي مستكفي بالمحروسة مرته ومش عايز حد فينا. عايزها هي بس تجعد لابدة جمبه.
2332	بس انا مجرروحه اوي .. ياتري هو دلوقتي عامل اي! .. بياكل بيشرب ؟.. بيعمل اي هتجنن! .. هو وحشني قووووووي حااسه نار بتحرق جوايا ياحمزه
8673	اهلا بيك ياحج ياسين
622	ازي دي بتعتبرك اخوها.
8751	حاضر يا جدي.
16763	عايزه ايه دلوقتي؟
1462	مفيش كلام بينا.
5799	فيلم ايه؟ ماتنجى كلامك وشوف انت بتجول ايه؟
15661	اما اما اعمليلي قهوه
11941	ماشى يلا مريم
8729	تفتكروا الحربايه دي عاوزاه ف ايه
230	طب وبعدين هانعمل ايه
2268	مقولتش حاجه والله .. انا اصلا ساكته اهو
12944	و انت مالك
7521	انت واخد اجازاتك من الكليه عشان تقف تتفرج علينا من بعيد اكده
16985	خلاص انت تكتب ليها نصيبها من الميراث بس تكتب في القعد ان لو الميراث دا اتحول لحد تاني غيرها يرجعلك
1644	- زينة الجلابية!، ماشى يا بدور. المهم انتى عايزه حاجة قبل ما امشى.
17686	- ماتقوليش تخنت يا نهال و انا اساساً البيجامة دى ما بلبسهاش!
7750	وانا هلاقي عريس لبتي احسن من كده فين .. طبعا يشرفني تكون جوز بنتي يافايز بيه
13756	مين ده اليتعاقب أنت مش عارف انا مين
3705	حاضر
15483	عمك ناصر اتقتل ياسليم وسالم كمان اتقتل واللى عاوزين نوصله دلوق اى السبب اللي يخلى اتنين صحاب يتقتلوا والساعه دي تكون مع حيدر ..
8749	صح يا جدي
9118	هتعملي بيهم اي
2899	اي دا مش عاجبااك .. خلاص هات متاكلش هاكل لوحدي
8327	- لو مجاتش امى يبجى هاتبعت نهلة يعنى برضك مش هايسبونى.
2577	ما تلبسي الحتا الحمره دي
13281	حاضر يا ماما بعد فرح شغف هرجع الفيلا
940	كله وشطارتك ..
10311	انتي نسيتي كلامي الصبح ولا ايه
6250	- بس ايه؟ كمل يااخر همى.
4339	اي
627	اممم طاب عامله اي
8902	انتو جاوبونى وبس، مالكوش دعوه باللى جالى.
6413	شكرا اوي يا مراد
13717	اي هو اللي فين دخلتك يا عروسه
9071	اطلعاااااااي فوق خايفه عليه وربنا لقتله فووووووق
20019	شكرا، اطلعي غيري هعملك حاجه تاكليها اكيد متعشتيش
16311	مررراد
19573	- كيف احنا مالنا؟! دا كان خاطب بتنا وفركشنا احنا الخطوبة من عمايله الشينة؟ دا احنا بينا وبينه مصانع الحداد. هو وابوه وامه.
18122	وانت شوفت حد من بناتها
5229	- ازاي بس مانخفش عليك؟ اتكلم تاني وطمني اكتر.
3413	اوعدني انك هتفهمني وتسمعني للاخر.
10073	مكالمه مهم يا بابا هخلصها ورجع
19695	- ايوه دلوك عشان انت مش غريب وانا بعتبرك زى عيالى واكتر ياولدى وليا حج فيك.
11222	المنبه قومى يا بيا خدى شور وغيرى هدومك وتعالى افطرى عشان متتأخريش على الجامعة
10859	انت هتعمل ايه؟
19638	أنا همشى بقا يابابى
8019	موافق يا بابا.
9674	يلا مش خساره فيييك تستاهلهم ..
16618	تشكر ياولدى
12556	جاد انت صوح هتتجوز
4449	موضوع ايه؟
3400	طيب ردى انت .. قولى ان كل كلامه ده مش صح ..
12322	- صباح النور ياولدى. صحيت بدرى يعنى النهارده.
13198	بص على الراجل ده فى حلق شابك فى هدومه بحاول أفتكر شفت فين الحلق ده
19856	ربنا يحفظك ليا يارب.
21825	طب استني نرد الباب دا شكل ليلتنا صبااحي
17657	- انا معتصم ياعم سامح. خطيب نورا!
18265	خلاص على بركة الله الفرح هيبقى الخميس الجاى
15479	ورد فين ياادهم ..
3761	...
5614	اوعي تقلعيها.
20470	بجولكم ايه. انا العمده منبه عليا. ماسيبش مطرحى. انتو مهما كان برضوا اغراب.
12723	طاب مد ايدك كدا
15019	شكرا أوى يا دكتور.
5212	- اللحق يابيه. دي البلد كلها مقلوبة بره والناس بتقول. ان عاركة كبيرة قامت بين زاهر واخواته على الارض مع ولاد الزمقان. اتصاب فيها رائف قريب الست نورا بعيار نار
18215	وممكن اطلب منها ايد حد برضو.
15716	عارف انك كنت بتحب واحده انا مش عارف اي اللي حصل بس انت مش هتفضل طول عمرك وانا يا سيدي جايبلك حتة عروسه
1772	اه تعالوا يا بنات سلموا دى نوران ودى لارا
19217	بيان وحشتنا كلنا. طيب اهل بيان محدش فيهم عرف يلقيها
19937	يعنى انتي سبتي كل اللي حصل ومكسوفه علشان ببصلك
9818	مش عارف
11764	لا. ان
21869	يرضيك ياخوي بيت ابوك يتلوث وتحصل فيه حاجات تغضب ربنا
6163	وانت سنتين مش عارفين توصلوا يايوسف !
11680	والله هو الل قالي حطي الفون ع ودنها
803	أنا كنت خايفة أوى
16178	يادين امي اللون الاحمر هياخدك منك حته
11361	هههههه حلال عليكي، يلا علشان السواق جاي يخدك دلوقتي.
10872	هحكيلك.
20428	الحنه والفرح والصباحيه ولو عايز تخدها ومتنزلش من فوق خالص بعد كدة
5907	يعنى حصل!
12417	مين حضرتك !
6092	ااه انت ومحمد بقي اللي باصين لى فى ام الجوازه دي .. قولوا كده ...
6697	- دي صناعة بيتى مش محلات ياسعادة الباشا. حكم انا مراتي ست بيت بريموا واحلى حاحة تعملها الحلويات.
4866	- رغم غيظى وغضبى من اسلوبك المستفز. بس انا هاريحك واقولك عشان اريح مخى انا كمان. انا فعلا كنت في الطوارئ مع حالة حرجة. بس اللى حصل انها جمعتنا في مكتبها. انا وكذا دكتور تانى من نفس القسم. عشان نتناقش في امر مهم يخص وضعنا مع الدكتور رئيس القسم. الزملة قاموا وانا كنت جايم كمان بس هي سألتنى عن حالة المريض اللى في الطوارئ ووضعه ان كان يحتاج عملية ولا نستنى. لإن لو تفتكرى يعنى. هي معايا في نفس القسم ودا شى عادى نتاقش في حالة المرضى.
7465	صباح النور
5660	- انتوا بيتكلموا جد ولا بيتهزروا؟
7007	- ماشى ياعم ياسين ماشى يا راجح ماشى ليكم كلكم. بقى بتطرودنى من بيتكم. هو دا حق الضيافة عندكم. ادينى سايبهالكم محضرة عشان اريحكم خالص. ياناس باينة مناظر بس قدام الناس.
19167	أنا مش فاهمة حاجة
12291	لهو انت ليك نفس تسهر بعد دا كله. انت توصلهم الفلوس وتاجى على طول
3497	فى حاجة يا دينا انتى بخير
15587	جاتني فكره ولازمن تتنفذ حااالا.
8960	دقيقه هشوف مرات عمي حطاهم فين، حور طلعت بس استخبت ورا الحيطه. لو في حاجه بينها وبين ايهاب فعلا هيتكلمو، عدا شويه وقت حور مسمعتش حاجه بصت من جنب الحيطه عليهم كان ايهاب لسه بيحاول في الانبوبه وجميله بتبصله بس، حور هزت راسها هي عارفه هتتصرف معاها ازي دخلت
10643	تمام
5429	محدش بيرد
9306	أنا فرحانة قوى ياجى ومش مصدقة الحصل
19994	لا طبعا انا عمري ما دخلت المطبخ
19090	الو
9008	غور من حواليا يا زين
18864	انت بتعمل ايه على سريرى
13270	هنت عليكى يا بيا متكلمنيش ده كله
5906	الاخبار تمام وعال العال
11736	مين
12186	واطخك قمان .. كله الا شرف ولدي .. ومرته دي اششرف م الشرف واللي حيقول كلمه عليها هدفنه مطرحه
11090	لا
20657	بس..
869	أنا كنت متأكدة بنتى متعملش كده
19271	لا هما كمان بيجيبوا في سيرة ولدى
13563	- امال لازقين لبعض طول الوقت ليه؟ ايه ما بينكم اكتر من الزمالة عشان تبقوا قريبين من بعض كده؟
14288	هو فى شخص بس هو ممكن مش يوافق عشان عنده مجموعة شركات بيديرها ممكن مش يوافق يشارك حد
6468	نعم.
6830	هو العصير دا فيه حاجه
6081	هااا احكى ..
9577	اه
12144	اخد وعطا بعد اللى عملوا ولدك كان فين الاخد والعطا ده لما ضربها ولا زمجها ودلوك مش عايز يديها حجها
20391	حلو الروج دا
6410	ما انا عارفه انه مش هنا
19408	ماشي دقيقه.
8985	تستاهل
17247	عاملة اى دلوقتى يا حبيبتى
6823	عرفت ازاى
14569	كمان كنت عايز تجيبها المستشفى
9454	انتي جميله النهارده ولا انا متهيألي
18679	دلووووق !
8140	ماتخافيش ياقلبى وانا معاكى. بس انتى شغلى كشاف تليفونك وانا كمان هاشغل كشاف تليفونى. وان شاء الله نوصل بسرعه.
21341	هنشوووف
1743	ياربى أيهم أتأخر ليه يارب يكون بخير
5939	ماله ايهاب هو كويس صح
9470	مراتك معاهاا 3 لغات عيب يعني لما تسأل الاسئله دي
13308	براء
16757	وعلى مش صعيدي؟
16691	ان شاءلله ترجع بسلامه يابوي
9085	بعمل فطار لسليم و بيلا المشكله نستنا ان النهارده صباحيتهم
1876	صباح الخير، صباح الحلاوة والجمال والورد والعسل
6225	- والله ياماما زى مابقولك كده. جدى مسك عليا العصايه وقالى هاكسرك بيها عشان موضوع معتصم ابن العمده.
17577	وشعري شبك في القميص بتاع يحيي والله هو دا اللي حصل.
21045	تصدق ياض يا مجدى انت انقذتنى من ورطه كبيره لدرجه انى عاوز ابوسك دلوقت ؟!
6618	نعم
6512	طيب يا حبيبتى انا عملتلك السندويشات دى أبقى افطرى وخلى بالك من نفسك
7474	أهلا بيك يا عمى
6073	بقولك ايه .. احنا اصلا متخانقين فوسع كده ؟!
14512	حور بنت عمك عبده البواب
20878	ازاى يا ولدى لقيت فتحية بعد ما طفشت
2009	مين دي .. مين اللي ليها مصلحه تدخلنى السجن
8724	شربات فرحنا ياحمزه.
11435	مييييييييييييين ع الباب
19450	بلعب مع شهد علشان اليوم يعدي بسرعه ومتحسش بتعب
14378	صباح النور
10181	كنت كنت
8220	يعنى احنا كلنا هنروح
6869	اوع ابعد اعني انت وحش
3729	امي ليها عمليه وانا مش معاي فلوس العمليه ف. انا كنت
18439	- واض عميييييي.
21248	حامل أنا أهم حاجة عندى حياة مريم
9679	ياحيدر البت عيانه ماينفعش
20916	انت مرتبط
19612	مفيش داعى للشكر ده واجبى
1083	حمزه فين .. ولدي فييين
881	أنا تمام
16470	- اصل انا اتكسفت مااقول للمحامي ان مالكيش اي حقوق عندي. ولو حابة تتطلجي دلوك انا مستعد. بس هاتطلعي من بيتك بالجلبية اللى انتي لابساها.
6350	- هههههه امال عايزانى احضرلك الفرح في القاعة ازاى بس يامجنونة؟ البس جلابية بلدى واكبر نفسى؟
21536	ماشي يا ماما كملي
9016	النهارده فرحك يا عروسه
14832	أهدى يا سليم
3033	٥٨
12345	- امى وستى راحوا عزا حد قريبكم من العيلة وجدى ووائل اخويا شغالين في الجنينة بره. المهم دلوقتى انت فعلا رديت على اللى اسمه معتصم ده؟
18298	مش تقلق يا جدو انا موافقة.
4741	- وانتي لسة هاتستفسري. ياللا يانوها.
20396	انا يا بيه الشاي اللي طلبته وست خديجه عايزه فيروز
3034	جاد جاد
20179	ومش هاكل مااليش نفس .. ولو سمحتي ي طنط خدي الاكل دا معااكي
7618	انتي لو اخر واحده في الدنيا مش ممكن ابصلها خليكي فاهمه كدا والي حصل في المعرض دا علشان ابعد نسرين صحبي بيحبها وهي عينها مني، ادهم كان طالع بس رجع، واهااا الورقه إلى معايا هتتقطع اول ميتقدملك عريس، ادهم مشي اول ما فتح الباب كف نزل على وشه بكل غضب من نوسه، ادهم معملش حاجه وطلع من الشقه كلها نزل تحت
5490	الف مبروك يا حبيبتى
12074	عايزك تجبلي سليم من تحت الارض فاهم
15807	- ودول امتى لحقوا يوصلوا هنا؟ هما ماعندهمش نظر؟ عشان يعرفوا اننا تعبانين من السفر وعايزين نرتاح الاول.
19595	- خلاص ياوائل. احنا عايزن نهدى.
3423	ماانت الل سرقت بردو
17532	علشان بحبها
20106	- دى بدور باينها زهقت منى وبترن على نهال كمان.
663	حاضر
21733	لا سبيه ف حضن سته تشبع منه رضعي بتك الاول .. هو ساكت اهو مش عاوز ياكل .. وبعدين ماتحووشي بروش لقاء دا يعني هو الواد هيتوه
2998	أهدى يا قلبى. أنا أسف
2748	اجهزلك هدومك
13413	عايز ادخل لمراتى
13229	حاضر يا باشا
8381	ولا يهمك
17115	طبعا اتفضلى
17536	لا
11813	رأيك فى الفستان دا
15669	في اي
10318	تعرف اني مستغرباك اوي .. هو ازاي نحب حد من غير مانعرفه
15994	انا كان زماني دلوقتي نايم في الحضن الدافي
14742	الله اكبر عليهم الاربعه شكلهم يفرح الجلب
9813	وعد هكلمك كل يوم
15137	طب احنا دلوك هاندخل الجصر العجيب دا ازاى.
4028	طب اجعد انت هنا مع بدور. وتبجى تشوف الحصان العالى بعدين بجى. سلام.
13004	ليليان. حبيبتي اصحي انا جيت اهو
15905	اه علشان هو اللي بيجبلي شوكولاته وحاجات حلوه وبيلعب معايا
768	نعم عايز اي
2953	أنا اتأخرت عشان كنت بخلص ورق
2492	- قول يااخويا واشجينى.
6174	عريس فين بجى!
8861	فى ايه ..
18846	نعم يا بابا
8766	احم راح شقته، قربة منهة و هي بتبلل طرف شفيفها
1111	واكبر دليل السلاحه اللي خرجناه من اسطبل البيه هو نفسه اللي اتقتل بيه ابوكي وامك .. حمزه لف علينا كلنا ياوعد وخطف خطيبي .. فوق يابت عمي
9738	مش عايزة اعرف عشان أنا مش هتجوز
19529	اااااه يا رجلي
12183	كمل كمل وقول وري الناااس حقيقة التربيه الخوجااتي
14024	بجد طيب استنيها عشان تتغدى معانا
18797	مش مهم بالنسبالى انا هروح أغير هدومى عشان انا متأكدة هو هياجى هنا بس هيكون بعد فوات الأوان
2045	- بجى معتصم هايخطب اختك يا وائل؟ كيف ده يابوى؟ هو ابوك مش عارف تاريخه ولا تاريخ عيلته المحبوسين؟
20098	- شايفة ياما. الباشا بتصل بيه ومابيردش.
15832	- لا هي جاعدة يا حربى بس انا كنت قصداك في طلب منها. ونفسى تقنعها توافق. وبصراحة كده مش ناوية اديلها التليفون. وترد عليك. غير لما توافق.
14294	أنتى معاكى حاجة دلوقتى
11127	ليه مستغرب كده دى فرصة ما تتعودش معتقدش أنه ممكن يلاقى شغل بمرتب زى ده وحمزة شاب كويس انا متأكد انه هينجح فى شغله
11970	تمام بكرة هروح وانتى مش محتاجة تستأذنى عشان تطلبى منى حاجة انتى زى أختى
17618	مش عارف
8164	جولى يا فوقيه. دا عاصم اللى معايا عالخط. يبجى مين زكى ده؟!
7987	بس يا بنات بطلوا كلام على الأكل
12492	بص ياولد الخياط ست سميه هاانم شريكتك عندي لو عاوزها تعالي ونتصاافو
21214	مش هعترف
17158	تسلمى نفسك لولد عفاف وتقوليلي معملتش حاجه ! عاوزه تفرحى عفاف في ! ليييه يابتى لييييييييييييه تعملى في اكدده..
13305	لما تروحى هتعرفى يلا روحى لتتأخرى.
21548	اطلب
4055	ياما حاولت اركبها واجرى بيها زيك. لحد اما في مره وجعت من عليها ورجلى اتكسرت. وبرضوا ماكرهتهاش. عارف ليه
4835	- امممم. توك ما افتكرتى ياختى؟ ما كنتى تسيبني انام تانى كمان. واخلص يومى بالمرة عالسرير؟!..
15714	انت اخل على 40سنه ومتجوزتش لحد دلوقتي
21009	ما البوكس خد سي مجدى والحرامى ياعماد بيه
12458	اوامرك ياابيه
10213	نفذ دلوقت...
9439	لاا
6549	أهدى لو سمحتى عشان نتفاهم.
18881	مقدرش اسيبك ياروح مراد عشان أنا بحبك
3025	استنى والله لهمسكك
8798	وحشتني، ادهم شدد على حضنه
7083	- جوزى موجود. بس انت عايزه في ايه؟ ومخليك مستعجل كده؟
10296	وانا لو قولتلك هتبقي مفاجئه اززاي يعني .. بطل ذكاء
8575	ماشى يا لينا وانا هكون مستنيكى
21704	مش تقلقى لما ياجى انا ليا كلام معاه
20059	- لدرجادى كنت واحشك؟ على العموم انتى كمان كنتى واحشانى. الف مبروك ياأحلى: نورا.
810	انت عايز ايه منى
12903	قمر يا حبيبتي
21155	الله يسلمك يا براء شكرا.
14696	انا فرحانه جوى يا نهال. حاسه ان دى اول مره اتخطب.
15839	- طيب عن اذنكم بجى. اشوف الدكتور يشرحلى حاجة مهمة مش فاهماها! سلام.
12981	يعنى اي عادي
15474	الساعه دي مش غريبه عليا ؟!
20537	فى ايه انتى وهى عايزين ايه منى
7433	ازيك يا جنا عاملة ايه
9352	اتوفى
11723	سلام.
1220	بعتهالك
10817	يعنى اى
11653	اصطبحي عاد
8719	كلي عيش ي صفااء
499	- جومى يابت، وبطلى استهبال. انا عارفة انك صاحية بدليل نور الأوضة المفتوح. جومى اخلصى بقولك.
16140	واضح ان مافيش فايده من الكلام. طيب ممكن تجولى كان عايزك في ايه بعد نزلنا انا و بدور من العربيه
10612	شكلك نسيتي القووانين يااوعد.
11974	قولى
6144	دا ابن سليم لو معملش كده تبقي عيبه فى حق ابوه ! فى المشكله !
6524	ربنا يحميك يا ولدى ويرزقك الرزق الحلال ويجعلك فى كل خطوة سلامة.
17521	ان شاءلله
9617	وبعدين
21015	ايييييه ! سليم اتنازل ! وده ليييه يعنى ؟!
15945	ايوه، رحيم شال الشنط وشهد شالت زين ومشيت وراه...
3062	هاتهم، ايوه هاتهم وملكش دعوه
9692	انتى ناسية أن النهاردة حنة ماسة فأحنا بنجهز كل حاجة
