line	text
12564	اه طبعا أنا أصلا مش عندى أصحاب فى الصعيد
13838	لا عاوزة سلامتك يا حبيبى
21370	عمتو عاملة اية.
18282	كويس فتحتنى فى الموضوع دا يابوى
9642	وهما ولاد البلد يتطاولوا على حريهما ... كان عاوز منك اى يانورا ..
14548	شايف يادكتور.
12777	جامد يا باشا.
7200	- طاقة ايه بالظبط اللى افتحت وهاتغرقنا في العز بسبب نورا.
8083	بابى ازاى عرفت ان انا
1046	والله يابيه جريت وراها وسالتها اقدر اساعدك بحاجه مردتش عليا وهملتني ومشيت
18406	- حمد لله انكم جيتوا بالسلامة. دا احنا قلبنا اتخلع عليكم.
17610	اطلع على فوق عايز تغور تتنيل من غيرها ومشوفكش
12946	و انت بقا شهاتك اي يا سامح
17466	هى الجات وشتكت ليك
4632	هقولك.
4289	وانت بتتحكم كده باانه صفه. انت اخرك واد عمها وانا برضوا واد عمها ولا في حاجه تانيه ياباشا!
1819	خير
11114	الموضوع طلع اكبر من كده بكتيررررررر
9486	طيب يلا كلي كلي عشان نروح تشتري لبس كتير كده عشان هنسهر سهره خاصه بالليل
16400	هقولك من فترة بقيت تجيلى مكالمات بصوت سامح ولم أتكلم يقفل الخط
9441	هو في قمه ادب وووو
19687	- لا ياولدى، بس اناااا.
9182	شهاب.
18366	- ابوس يدك ياعمتي. جوليلي فين جدي؟ مافيش وجت.
4766	- امال فين الجميع؟ هو احنا بس اللى حاضرين النهاردة ولا ايه؟
1288	تعالى افطرى يلا
3413	اوعدني انك هتفهمني وتسمعني للاخر.
15965	خفت على زين لما ملقتوش جنبي
3429	لا كله الا كده خطف حريم مش شغلي
13608	وااه يا راجح دا انت عمرك ماعملتها مع واحده فيهم. هاتضربها دلوكت وبتك عروسه.
13145	ايوه يا خالى ماله صوتك
18498	دا واجب اي ست اتجها جوزها.
15725	سلام
9738	مش عايزة اعرف عشان أنا مش هتجوز
4062	لا ياختى مانستش يلا قدامى .. احسن الواحد مايتهورش ...
9038	يلا
12491	ف اي يااسميه ماااالككككك
2525	يا باشا ابوس ايدك انا
11749	ليه هو انا موت ولا ملقكمش راجل
5116	ابن الكلب هطلع مياهله
1841	تعاله تعاله، ادهم قعد من نحيه و عبدالرحمن من نحيه ودي كانت اول مره ادهم و عبدالرحمن يقعدو سواء.
18130	مش هاتجول دى انا عرفاها
19234	أنا ابنى وحشنى قوى
19734	- ايوه انا اللى متقدم وطالب القرب. ويشرفني جداً لو توافق.
1163	- خلاص متزعليش احنا بنهزر معاكى.
1984	يابنتي انا كويس والله
4852	- صباح مش جاعدة هنا ياحاج ياسين. هي طلعت الدور التالت تجيب شوية طلبات من فوق السطح.
20905	ازاى
19507	عيون شهاب
10991	وحشتنى شقاوة البيت قولنا نرجع الزمان ولا ايه ياسووسو..
8806	طاب اقوم ارحله و اكسر راسها ولا اعمل اي
21593	هه.
20879	رجعت البلد كانت بدور على بتها لما قلولها انها اتجوزت جاتلى وقالت أنها عايزة بتها وأنها ندمت عشان سبتها
16783	كانت عايزه تقتلني يا حازم
17679	- يومين تلاته ازاى يعنى والخطوبة ياعم سامح؟
15971	تمام
16669	ولله ما اقصد ب. بس انا يعنى مش عارفه.
5090	لا لا يا باشا
18769	نعم ازاى مفيش حد
16085	- انت اتجننت يا عاصم؟ نزلنى احسن بدل ما اخلى ابويا يعملك فضيحة هنا؟
11824	لينا حبيبتى فى حاجة
1013	انا هتجوزك مش هتقلك
8460	عنده السكر وراسه من جدي
17599	انتي في حاجه في دماغك يا حبيبتي شغل اي بعد العمر دا.
19457	يا سيدي امال اللي بيروح بيك عند الدكتور في انصاص الليالي
6211	- ايوووه. هما دول. ما انا كمان راجل ونفسى اشوف مراتى في حاجه منهم. وانتى جبلتى التحدى يبجى نفذى بجى.
18418	- تمام ياعاصم. زين جوي.
9691	هو فى ايه هنا
13332	اعمل حسابك مفيش سفر تانى دراسة وخلصت بالنسبة لشركة هخلى اى حد يمسكها هناك مفيش حجج بقا
1720	ممكن يكون الشفتيه نص الحقيقة مش الحقيقة كاملة
3248	- الو ياعنية. سلامة الشوف. ايه مش عارف تقرا اسم خطيبتك ولا انت مش مسجل اسمى اساساً؟
17429	هكون فين يعنى اكيد مع وحدها
8122	واه ياجدى. انت هاتعمل زى امى وكلام الجهل دا كمان عن العزبه والفتايه. ايه ياعنى ان كانت عزبه ولا مطلجه؟ ثم انا مش اول واحد فتى يتجوز واحده عزبه.
19857	انهي احلي؟
8160	ايوه ياست بدور تعالى اللحجينى.
1843	اتنين طب يا باشا
1266	عايزين نعمل الفرح هنا فى القاهرة
1582	عادى الشغل ماشى هو بيبطل
3193	- دى اول مرة تعملها يا عاصم وتتقلب منى بالمنظر ده. ضاربة بوز شبرين ولا اكنها ظبطتنى مع مها فى وضع مخل!
6294	ا. انا يعنى
3124	تيته بابا بيضرب ماما جامد
19836	انا ممكن اجي معاك او امك علشان متبقاش لوحدك
8461	اشرب العلاج وكل ومتكترش فاهم
15455	واللي خلف مامتش ياعفاف ..
1868	ورغم كدا زعلت اوي
7865	ماشى آخر حاجة
18002	عمره ايدي متتمد عليكي تاني
14269	دينا روحى عند شغف حاولى تهديه وانت يا ياسين استنى لما شغف تهدى وأبقى كلمها بس خليك فاكر ان شغف لو مش وافقت مستحيل الفرح يحصل لأنى مش هخصبها على حاجة مفهوم
9483	حاضر خاضر هقوولها.
2742	مش راضيه تلبس هدومه وهتتعب
6272	لله يبارك فيك
9974	تسلميلى ياما. دايما ساترانى
18074	سيبها يا مدحت خلينا اكسر عضمها البت دى
6636	عريس اى بقا هو فى عريس من غير عروسة
11406	بس مساله زي دي هتحتاج لوقت
6199	- حمد لله عالسلامه.
18172	حاضر، مسحت دموعه
15367	لا انا إلى بحلب اللبن. شهقة لما عبدالرحمن سحبها عليه مره تاني ودفن راسه في رقبتها.
3508	لا بجد انتى بتهزرى ياشغف
1011	بص الشكل و الفلوس مش بتفرق معاي اممم اما الحب فا انا شيله كل حبي للشخص إلى هتجوزه حاسه كدا اني هطلع كل حبي دا ليها بس، كارمن بقيت تاخد رحتها معاها في الكلام اكتر من ساعة مفسحها و خدها الملاهي
14855	عامل اى ياولدى
8157	لكن يا عاصم...
5163	معلش لمي انتي الاطباق علشان حازم بيه عايزني.
7205	ايوة كده خلينا نتفق
1978	الحب الحب يا عم.
14176	جاوبى
7238	طيب ممكن تنساه خالص اليومين دول عشان نلحق نفرح بولادنا ياحمزه .. ممكن عشاني انا .. سيبه لناره تحرقه لحد ماتجيلك فرصه وتنتقم منه بس بلاش دم عشان خاطري.
4614	في اي
4604	كارمن
5421	مش يلا بينا
15081	وانتى يهمك في ايه؟!، زعلى يعنى.
19708	- لا يامرة عمى، انا امى ماتفهمش في الحاجات دى. هي ليها اؤضة حلوة وخلاص. على فكرة هي جاية دلوك تحكى معاكى على موضوع الفرح.
20070	- وهي الحاجات دى فيها هزار يابنتى؟ دا الراجل كان هايطير من الفرحة ومكانش مصدق. على فكرة يا نهال نبهى على صحابتك تتعدل في الرد عليا وبلاش منه الوش الخشب ده.
3133	معلش والله مش كان قاصدى
9148	إلى هي عايزه ان شاءلله يا عمي
17252	يعنى انا فرحى الأسبوع الجاى.
14796	خلصى دول الأول بعدين فكرى فى وائل ياختى
10420	الو ازاى حضرتك يا بابا
8792	اااااه يا يخربيت ابوكي يا شيخه مش تفتحي
1982	حبيبة بابا انا بخير والله
14551	انا رجعت اها ياجد. سمعنى كلام الكبار
2554	الحمدلله يا حبيبي بخير
9058	خديجه. خديجه.
20724	هو بصراحه معاك حق .. (حمزه) انا جاي طالب القرب منك ...
19486	شهاب
17434	مجنونه بس بطايه كدا يخربيتها.
8443	الصراحه هو مستفز
11184	احنا أتأخرنا يلا بينا نروح
16949	كملي انتي يا مريم وانا هطلع اخد دش
12659	- انتوا جايبني هنا ليه؟ ومربطيني يديا ورجليا اتنين كمان ليه؟ انتوا عايزين مني ايه بالظبط؟
10371	وانا كمان
5288	انا مش معايا اخوات ولا أب ولا ام
21265	ايو عشان ماما كانت شيلانى وانت جيت ضربتها وخلتها تعيط
11282	اي البوز دا
8405	العصير اهو
4633	طيب واي الل يخلي حمزه يجيبهم  تاني هنا بعد كل كلامك دا  .. ف جزء غامض
4191	الحمدلله يا بابا
937	دا يعرف اي عن الحب! ..اخره ياكل ويشرب وينام، زي البهيمة بالظبط .
15699	حاضر
11776	لسه زعلانه ولا ابوس تاني، كمل وهو بيميل عليها. شكلك لسه زعلانه
1267	ليه يا أيهم احنا جهزنا كل حاجة هنا للفرح.
4745	- نيرة انتي مش مكسوفة مني؟ ولا من الليلة دي عموماً؟
5714	- كل حاجة نصيب يابت عمتي. عيبك انك اتنازلتي كتير معاه. يمكن لو شديتي عليه من الاول كان اتعدل بدل مايسوق فيها. يابت عمتي. عمر الخضوع والتنازل ماكان حل.
14859	دباديب وعرائس اى ياولدى دينا بقت عروسة
7425	أنا همشى بقا يا بيا
14452	أنا بره الجامعة دلوقتى يا بيان
14034	برضوا مكنش لازم تخبى و انتى كنتى مفهمانى أن مليكة ماتت كان لازم تقولى الحقيقه
12170	طب وعملت ايه؟
14151	- سلمى على خطيبك الأول يا نورا وبعدين روحى غيرى هدومك.
10546	صاحيه بدري يعنى
1122	لو موتي هيضفي نارك اقتليني.
18293	بصى يابتى فى موضوع عايزك فيه وعايزك تسمعينى أمنيح.
379	اتخنقت مع جدي صح كله بسببي. دلوقتي يضربني
2235	دا شكل مشروع الحضرتك عملاه
18894	مسمحاك يامراد يلا أبعد
20025	اكلك حلو اوي
17391	اتصلى بيهم
14592	هتعرفوا بعد الفطار
1446	مش انا رخمة
3772	فرحي على بنت اختك بكرا
20255	حمزه متجنيش .. حاسه هيطلع موضوع تافه ف الاخر .. اي اللي محيرك ومضايقك
356	بس تصدقي كنت قربة انسا مهنة الطب. غمزلها وكمل. بس رجعت المنهج كله على ايدك
17966	والبنات فين ياما ...
8856	طول عمرى
1939	احترمي نفسك يروح امك انتي عارفه واقفه تتكلمي مع مين دا سيدك يا بنت
20592	وانت فارق معاك فى حاجه ؟
13134	لينا اسمعينى
7372	أهدى ياحبيبتى وانا هقولك كل حاجة
8649	جوليلهم يا صباح. دا احنا لسه مافوجناش
7511	هتسيبى يا بيان البيت عشان واحدة زى دى
13476	اه اعرفه ده دكتورى فى الجامعة خير ماله
14470	ok يابيبى
13158	مش لقينا ماسة.
17629	طيب بس البسي حاجه واسعه وغطي شعرك كويس
1505	أنا مش عارفة مالك من وقت ما خرجت من البيت امبارح على ملا وشك ورجعت شكلك متغير وشارد ديما
18496	بقلعك الجزمه اكيد جاي تعبان
7203	انت عاوز مني ايه ياجدع انت .. انا ممكن اصرخ والم عليك الخلق كلهم
7378	أنا هاخد شاور سريع وهروح عشان أدى لحمزة العلاج
11354	مفيش خروج.
2984	براحة عليها يا ولدى هى حامل وقت تلقيها بتضحك وقت بتبكى
21583	عشان خاطرك انت بس ياولدى
725	بس...
5407	ايوه كده اضحكى خلى الشمس تطلع
14953	اه بدليل انك كل ما نبقى سوا تسيبي كل حاجه و تقعدي تبوسي فيه
9454	انتي جميله النهارده ولا انا متهيألي
12813	سيبي كل حاجه في وقتها، بس انا مش هأجل الخلفه برضو
10821	احنا لازم نمشى ومش هوصيكى ياحبيبتى محدش يعرف بالكلام ده ولا حتى ياسين
18549	امم اديني فهمت يا ستي و على ايدك
21180	مرح يلا بينا عشان نسيب أختك ترتاح.
20428	الحنه والفرح والصباحيه ولو عايز تخدها ومتنزلش من فوق خالص بعد كدة
21184	نعم
7548	عمل اي ف بتي الواد دا
12225	جاعد نايم عشان اتأخر امبارح في السهر عند جده
321	ادهم مستنيني تحت، ونزله
17395	انا خايفه ابويا يزعل منى
15638	مكلتيش ليه
9807	ا انا ب ح ب ه او ى ( انا بحبه أوى )
20876	أنا جيت عشان اخدك معايا يابتى
7211	دا عااار وشرف انتي اتهوستي ياااك.
2622	ازاي طلقك
3602	يلا
17933	- اطمن ياجدى. مافيش حد فيهم جراله حاجة. انا اللى بس اتخانقت مع والدى النهاردة وفي الاَخر خرجت خسران برضوا.
16512	اوعى اشوف اللي بين الحيا والموت دى .. يعمل اللي عاوزه بقي.
16711	اكلتي
8480	بفكر اقدم على الحج السنادي.
11976	أنتى بتعرفى ترسمى
21700	يامرى انت كيف تسيب عروستك
11895	بلاش مريم يا زين مريم بت ناس مش واحده من اللي تعرفهم.
3991	ضيوف مين كمان عالصبح؟!
15116	وبعدين بجى احنا هانفضل مستنين كده لحد امتى
15183	بعد الشر عليكى ياما. خلاص كفايه بوس. الله يخليكى
13956	بس يا بيان انتى مش محتاجة تبرريله حاجةيلا بينا
15255	وانا جيت اها. عامل ايه النهارده
10341	قوليلي طيب ليه هيتجوزها .. هو جد جديد يعني ؟
3613	يلا بينا نركب عشان هنمشى
9344	بابا وماما مش مطلقين ياحمزة
15809	- لمى نفسك واستقبلى خواتى زين. دا بيت ابوهم هما. مش بيت ابوكى انتى؟
16155	معلش يابوي تعبان شويه
4282	انا اسف انا اسف ياعاصم باشا
12175	يخرب مطنك ياشيخه. جننتى الدكتور معاكى
1503	حمزة مالك يابنى مش بتاكل لى
11899	جاي استحمي عادي...
9173	الفستان هياخد منك حته
12953	ايوه لما يبقا مش مناسب من حقي ارفض
20242	خوووخه ! اشمعنا يعني خووخه
8535	طيب حتي بصيلي وانا بكلمك.
4657	امسحيها فيا معلش ياستنا
8894	هاتخسرونى ولدى ياولاد الفرطوس
14830	انت ازاى تعمل فى جيلان كدة وتكسر قلبها
16787	معلش يا مجدي هخلص حسابي معاه واجبهولك على القسم
15766	لسانك يا حلوه لقصهولك
2471	- اكسروا.
8910	ايوه عجلك صغير لما تزعل من الكلام ده. يعنى انا ماليش كلمه في جوازهم
10154	مالك بس خضتني الفستان مش حلو!؟
20788	انتي زعلانه مني ف حاجه
9934	رايج فين ياحبيبى. كسر يده اللى عمل فيك كده
13426	حاسة بشوية تعب هيروحوا لما اخد العلاج
9387	معلش يامرح روحى انتى عشان انا مش قادرة لأى كلام أو مناقشة مع الشخص ده
1617	- خسارة ياحماتى. يا ما كان نفسى اكل عندك النهاردة.
6370	- هو في ايه حماتى،
5634	طيب ترضى يتجوزها عاصم
1062	جاايه .. جاايه دلووق اصبرو بس
20786	مالك ياوعد
20239	ماشي يااعم الحسااس انت
2519	- تعالى يابنت يانورا. شوفى العربية الجديدة اللى جايبها معتصم ولا اكنها عربية المحافظ.
2843	حمزه بلييييز ..
5472	اتصل كمان ببابى وعزمنا
1220	بعتهالك
2724	البسي حاجه على جسمك.
12449	استني ياالهام .. جاوبيني الكلام دا حصل ؟!
